"hiv_inc_mid_f_annual","hiv_inc_mid_m_annual","baseline_infection_rate","relative_reduction_rates","reduced_transmission_sub","transmission_multiplier_chronic","reduced_transmission_hiv1_vs_hiv2","reduced_transmission_hiv2","increased_develop_tb_rate_HIV2_vs_HIV0","increased_develop_tb_rate_HIV1_vs_HIV2","increased_TB_development_male","increased_TB_development_chronic","clinic_TBsymp_HIV0_annual","clinic_TBsymp_HIV1_annual","clinic_TBsymp_HIV2_annual","clinic_TBsymp_adjust_chronic","clinic_TBsymp_adjust_transient","clinic_TBsymp_diagnosis_prob","self_cure_rate_HIV0_annual","self_cure_rate_HIV1_vs_HIV2","self_cure_rate_HIV2_vs_HIV0","relative_self_cure_rate_chronic","TB_mortality_rate_clin_HIV0_vs_HIV2","TB_mortality_rate_clin_HIV1_annual","TB_mortality_rate_clin_HIV2_vs_HIV1","relative_TB_mortality_rate_chronic","rate_sub_to_clin_hiv0_vs_hiv2","rate_sub_to_clin_hiv1_annual","rate_sub_to_clin_hiv2_vs_hiv1","relative_rate_sub_to_clin_chronic","rate_clin_to_sub_hiv0_annual","rate_clin_to_sub_hiv2_vs_hiv0","rate_clin_to_sub_hiv1_vs_hiv2","relative_rate_clin_to_sub_chronic","proportion_symp_chronic","clinic_visit_adjust","clinic_other_symp_hiv01","clinic_other_tb_hiv01","clinic_other_hiv2_rel_hiv01","prop_with_symp_hiv0","prop_with_symp_input_hiv1","prop_with_symp_input_hiv2","produce_sputum_prob_tb","produce_sputum_prob_notb","xpert_sens_active","xpert_sens_passive","routine_xpert_spec","routine_iltfu","routine_symptom_screen_prob","routine_xray_sens","routine_xray_spec","art_intro_year","hiv_inc_early_f_annual","hiv_inc_early_m_annual","hiv_inc_f_late_reduction","hiv_inc_m_late_reduction","ART_start_rate_early_m_annual","ART_start_rate_early_f_annual","ART_start_rate_late_m_annual","ART_start_rate_late_f_annual","tb_rates_change_start_year","tb_rates_change_end_year","hh_trans_rate_multiplier","child_trans_rate_multiplier"
0.00576803962709151,0.00287541821763336,11708.2378352013,0.924763143087439,1.00302241996702,1.36702350322928,0.646200220033797,0.662835180230335,2.80529299948465,3.40311741275224,2.4023772132953,1.42804712987144,3.59312837751621,3.02047347630932,3.06187603520272,0.956522104988775,0.159013953341499,0.395948372915823,0.199608135096457,0.527175521891459,0.438713275507549,0.662294417063452,0.680294778166738,2.24334265641512,0.240043123757845,1.49079232611685,0.422957595415241,8.85584109383781,0.687452351505219,1.56721242103477,7.79134137373841,0.468721201741758,0.48300736198601,0.620137760736842,0.433447284383482,1.0249251693744,1.34058708008935,2.0869994036319,0.591371991363696,0.0937755143499415,0.094227733814275,0.290664620142248,0.700902525041919,0.477842837522482,0.769785628376111,0.9080774147088,0.984077928416687,0.121247966991343,0.604679208197722,0.942400430446507,0.87167491193726,2005.67081250921,0.026741199350934,0.0221698393342806,0.425806985256057,0.781327387639911,0.343616159161353,0.37192072914239,0.502187913598027,0.698963053856335,2003.80679841125,2014.35990142287,233.278895968516,0.175982708834659
0.00572406879294394,0.00258933995096891,11817.0362273189,0.898783095675275,0.943753708772076,1.38096363818554,0.709831835036609,0.654183898788774,2.62718294183359,3.31258478449089,2.42511486568308,1.5339776076543,2.89472197633474,3.40293462971313,2.940985045617,0.940033465132405,0.0450652115577433,0.410948304082831,0.189560941122918,0.749163461497652,0.474826766422399,0.600126692774543,0.60748629154429,2.03368715394797,0.30155702256343,1.5284385647009,0.501466701207515,7.69565212824652,0.799964064780558,1.62302074673496,9.85066714879813,0.528240181217082,0.387492019913184,0.594821673041028,0.477155655667775,1.05236712935801,1.56769194926858,1.82674539355897,0.518065754213755,0.096018779057453,0.0606529478689616,0.227442909877954,0.685965904122899,0.477407755386387,0.723604360427716,0.922923131812468,0.980633502842577,0.117450666883497,0.58930929242837,0.945271681764824,0.883633921335391,2006.00079079573,0.0258457840995569,0.0239486340310755,0.499988686396217,0.706512193376986,0.350214558403338,0.610538114060505,0.518043999177151,0.663213113487754,2003.48589138412,2013.73982123469,204.895153001198,0.136921885689931
0.00695985191953567,0.00282077035935381,11453.5707413489,0.932598213596442,0.735519018146128,1.37488055290398,0.570634157723078,0.788372720593526,2.28580761559602,3.53213031143297,2.30884650738493,1.48637870007377,2.61054696401039,2.68678713549358,2.70614213961595,1.03496360634582,0.117720958079616,0.463464196287581,0.181024094997605,0.398374829948336,0.583220192161152,0.687872755328799,0.54254439923643,1.64191155415139,0.336139265392074,1.41376453227692,0.408211631651102,9.81690616314993,0.733768781507368,1.5202750331257,7.86698639893732,0.816374200132214,0.684479183074123,0.619128057996765,0.532926860936351,0.993575314861393,1.67031133042802,1.90948100830512,0.611013792533382,0.0904780914512683,0.121658014871788,0.0892739757404019,0.629136236272134,0.468551141442992,0.666352465158674,0.929685425880005,0.982297746882749,0.12977663069621,0.584750288517022,0.94576156165461,0.878200096876613,2005.99089214456,0.0239691735230672,0.020407706894838,0.52424415228452,0.73565845767818,0.587420653830588,0.437667443964584,0.421590308015789,0.699795542594907,2004.3561112546,2012.4491769733,361.545042799298,0.164286491025928
0.00706149940324219,0.00271649524953289,11710.4595074334,0.936310700674284,0.66765229808769,1.35780419719998,0.534173315347884,0.835988549203318,2.28231697541062,3.4735469104518,2.17753759509344,1.49409628562234,2.46373794784884,2.33556104294581,2.45059346052053,1.09335452335422,0.128688095799275,0.45271461904183,0.171307834234243,0.304318203882625,0.582527443110901,0.713051453250262,0.52079471702458,1.4760265039863,0.342871433841577,1.43097993988772,0.397199261840308,10.355361581656,0.707774649184294,1.51610591851056,7.21449090761054,0.832832639840757,0.736590472648748,0.631209243689694,0.514048545958369,0.986753062102021,1.64262426601855,2.25486017728054,0.528125888249768,0.0901948674564907,0.13421277176618,0.0860643699377846,0.618019362396767,0.461597739919479,0.637164734014339,0.925226995221316,0.984244312267635,0.132088488544929,0.606177098257483,0.947080347689945,0.883110255413398,2005.9909684478,0.0243476058355598,0.0193307939719098,0.472281465477423,0.760045441858582,0.545843362607707,0.404876913302076,0.405918318883845,0.707698727732965,2004.21270497836,2012.19083225836,411.65266562483,0.181084059051224
0.00575364992500323,0.00254042478945912,11685.7054629862,0.896779628676948,0.944143336238872,1.39270176788065,0.723453708272191,0.652391256058949,2.67220221919736,3.30107712182306,2.40477327235448,1.53183364366244,2.90146856358001,3.4944144854207,2.89861070406833,0.92479213685874,0.0625790496289866,0.403113543168398,0.194526813771822,0.78516305680484,0.47838736964938,0.597453551740397,0.606215063825511,2.04566920805867,0.294571448749178,1.51910339525802,0.525333516951495,7.71158194620105,0.794962453527101,1.61687860893579,9.98369833171788,0.526204535398724,0.358463511559493,0.592100618329154,0.482947803881497,1.05669882467937,1.56818212298043,1.82453700143841,0.522549435897717,0.0955062440686372,0.0619779971026442,0.246958557725755,0.684586482876257,0.478169177591118,0.731043519412329,0.921813865302392,0.980988146512359,0.116867632558443,0.588625900555904,0.944854170358601,0.88388631547314,2006.00597944279,0.0255342217005506,0.0242503298465117,0.486205616865838,0.706694752777418,0.33532493101588,0.623876269650559,0.521109261077928,0.666671113941209,2003.47495115658,2013.69603184917,199.384010302129,0.13299296947032
0.0062678644235528,0.00315340816954213,12009.1137955312,0.938825410091483,0.732488544817386,1.34844332485899,0.552400123784884,0.822779498620265,2.36975562167505,3.57742180952441,2.15584755455761,1.45106721723838,2.42925050678505,2.18169424028541,2.88335886773159,1.05157199747736,0.0425265630013156,0.417018529745468,0.164469710576596,0.302178225442775,0.560142914049142,0.722159821530925,0.556449798445761,1.62566132708092,0.326736584472631,1.43542014670233,0.403871217416231,10.6168240586113,0.716596275506273,1.53122779402974,7.18292976845167,0.743216599937333,0.657742424522731,0.642017675508255,0.511380802806623,0.987556696167952,1.58466582179184,2.3196388286843,0.614324904573529,0.096703919705686,0.13750965498071,0.0885766278904507,0.623178723532608,0.463528076468612,0.629324641301796,0.922588459917261,0.988394045836768,0.12634640478387,0.610824311480155,0.943015162209663,0.890325153341082,2005.64415178781,0.0255701117017386,0.0186229834340153,0.42908725703977,0.687577781454369,0.576878407540372,0.404355434110304,0.440388767005842,0.704467078234087,2004.03119080164,2012.82719610641,412.978667884693,0.154058061295746
0.00495216428049651,0.00280230056704857,11732.1009050594,0.933502914027596,1.0126466122726,1.37738057562475,0.576811873871136,0.67914405658509,2.57450700132889,3.50472192484815,2.5328990748137,1.44526923087339,3.7226952322255,3.09553809132299,3.23245506733923,0.874994861440696,0.129959316897012,0.378904972882894,0.189773046508455,0.473007435412623,0.508717036857201,0.654564803141588,0.690730116529915,2.18475612404557,0.228826925728745,1.47280895096632,0.418285715233341,9.28670026974067,0.723449627735971,1.53809732704362,8.12191496059961,0.485212962039401,0.469996047643862,0.61148449353371,0.451912580072952,1.02745935091175,1.42097871450977,1.79254629014828,0.722040120652804,0.0917493356379624,0.0998024930405566,0.229037958567766,0.710654229442408,0.477701517304768,0.77726191841491,0.913571982054299,0.985513483141149,0.118833099855959,0.603608456371167,0.942192971323065,0.872204563362601,2005.75618399551,0.026960108125688,0.0219849923861783,0.433867363231221,0.764105140354775,0.361677615108253,0.356386160805854,0.48957965317194,0.686455199763597,2004.188455666,2013.94208959179,247.624040561932,0.15687040252861
0.00579689462931386,0.00290640422682881,11043.4539854899,0.920650253922876,0.840537524307223,1.32702745499127,0.651451838222306,0.695495125814668,2.63202624761015,3.65059566789277,2.274637587811,1.57882003294029,3.1758668976005,3.2768302123067,3.30658568357376,1.06600409388921,0.145179775445714,0.461762104823925,0.192488539739223,0.484659010655818,0.628051373528055,0.657820225141355,0.709444967725709,2.04129812235779,0.286907386704156,1.54391499847389,0.372411406184832,8.40844348594096,0.76266756738837,1.56016761784824,8.31579801620058,0.577151930649273,0.597085201448852,0.592818530501225,0.479973525257361,1.02498283129068,1.55544477617649,1.9615436231658,0.560196016288507,0.0899368120020793,0.0854551836873626,0.232514405971649,0.669131486657248,0.478092813210409,0.715303430414418,0.91870841696849,0.981011710434252,0.12287155275315,0.615678344717852,0.945154080144173,0.880911299925923,2005.84059187362,0.0253737433779967,0.021583147270189,0.503177721320171,0.710789830913705,0.381190052505177,0.452807921219928,0.494838165499502,0.688637596125609,2003.63166327322,2014.25727058315,260.584387214314,0.159786781525383
0.00626991411474777,0.00362091251633297,11556.947209541,0.952973708793133,0.673987194113778,1.34347519688666,0.468003387243355,0.894221659409462,2.50037733721241,3.38600463388082,2.15121026148242,1.44338700254131,2.6116181616714,2.17303589421569,2.32987919444108,1.11897214388093,0.0832396125553733,0.48855158996738,0.155197856379943,0.271487932624658,0.714733457228755,0.745008829561492,0.595588725703037,1.53906551932555,0.376234543047492,1.41408480064006,0.395802076616087,12.4771056573284,0.603202625060936,1.54216916178642,7.15999580815039,0.886134437036884,0.773680470330566,0.659600608909047,0.516248653092286,0.949209129271623,1.84554813748199,2.35623950152249,0.479130975961446,0.0953758922848612,0.136099637487653,0.115126895074983,0.599257297208616,0.459820356043144,0.639285008928239,0.923470722612452,0.985120422732538,0.135812795436119,0.644370253380849,0.941749053370273,0.885768974705257,2006.76506251665,0.0258201484760441,0.01669478431149,0.552010592808646,0.767274018566692,0.581311880435973,0.479589965717663,0.425152566886146,0.674667500225013,2005.02395327147,2012.18232984595,395.027283650012,0.215579281097984
0.00527123329346628,0.00270268665082336,11626.5172691822,0.939979521493283,0.959108956615215,1.37052106774925,0.581325283810969,0.713422045147019,2.55480154020477,3.46470680457403,2.44751716066806,1.43966553350132,3.50206095650886,2.79565223365912,3.16110693841365,0.958925731251266,0.123751483389156,0.383564048919226,0.202051162706526,0.470686752456404,0.419966097458857,0.671044143353909,0.667109455636163,2.09449876765981,0.242849283918745,1.496741686284,0.438989622731319,9.14171159698854,0.718202928697255,1.55901344164633,8.07654958718681,0.469521381660659,0.496426731604706,0.633321049973199,0.448898008967925,1.02626866491289,1.32773862334923,1.89888241393362,0.643800731196751,0.0932827365644472,0.0970874841870086,0.274957925098571,0.703331484371528,0.471927254130407,0.749748427204531,0.914265323831707,0.984927561479501,0.120586987312112,0.616280593845209,0.943469064761427,0.872699730753501,2006.06824888141,0.0278837563298576,0.0219313459921843,0.444667388839145,0.747779644806437,0.370572147702621,0.357403608881372,0.489109507383053,0.701044001740811,2003.89690191153,2013.90284070972,259.998972524932,0.171345574918896
